abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,P0424_PEDE_B25_F02_011,,https://api.dc.library.northwestern.edu/api/v2/works/3acb2574-7a47-43f4-a9e6-d367e947b65e,Work,ark:/81985/n24m94307,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/3acb2574-7a47-43f4-a9e6-d367e947b65e,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:48.261336Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 2 verso,,2,documents (object genre),3acb2574-7a47-43f4-a9e6-d367e947b65e,,https://api.dc.library.northwestern.edu/api/v2/works/3acb2574-7a47-43f4-a9e6-d367e947b65e?as=iiif,2023-02-20T16:39:29.765745,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.980391Z,,,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/994d358e-be0d-4136-affa-4c6b5bef0f30,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/3acb2574-7a47-43f4-a9e6-d367e947b65e/thumbnail,Animal life is fascinating but dangerous in Africa.,Public,Image
,P0424_PEDE_B25_F03_003,,https://api.dc.library.northwestern.edu/api/v2/works/b12082c3-23a5-47d9-a3c0-c576196a31b1,Work,ark:/81985/n24j0dp6z,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/b12082c3-23a5-47d9-a3c0-c576196a31b1,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:25.614873Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso,Lydia Pederson and Ray Phoenix,3,documents (object genre),b12082c3-23a5-47d9-a3c0-c576196a31b1,,https://api.dc.library.northwestern.edu/api/v2/works/b12082c3-23a5-47d9-a3c0-c576196a31b1?as=iiif,2023-02-20T16:39:30.325005,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.035364Z,,,24.5 cm (height) x 20 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/831b2b8d-e48e-4049-9537-05553380e14f,,Copyright Undetermined,"Typed correspondence between Pederson and filmmaker Ray Phoenix concerns her obtaining his films of native life (Shembe, Abakhwetha, witch doctors), firewalking, and Egypt (from his trip to East Africa in 1950), and requests for him to obtain lion or other animal films for her. Two untitled, uncredited narration scripts apparently by Phoenix (for the Abakwetha and firewalking films; annotated by Pederson). Phoenix mentions his original script for a Shembe film (this may be the narration entitled ""Against the swirl of time"", original title ""The place of spiritual uplift""). Receipts for films and records. Phoenix' plan to go to Kruger Park to photograph the Dhomba or Python girls' initiation dance; and his hope to tour the United States. Related correspondence between Pederson and African Car Hire regarding a misplaced tripod.","Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/b12082c3-23a5-47d9-a3c0-c576196a31b1/thumbnail,Scene. 1. L.S.Sea.,Public,Image
,P0424_PEDE_B25_F02_006,,https://api.dc.library.northwestern.edu/api/v2/works/95b6e92d-fd00-43c7-aebf-7c1324adbb31,Work,ark:/81985/n26d5s33k,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/95b6e92d-fd00-43c7-aebf-7c1324adbb31,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:00.996913Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso,,2,documents (object genre),95b6e92d-fd00-43c7-aebf-7c1324adbb31,,https://api.dc.library.northwestern.edu/api/v2/works/95b6e92d-fd00-43c7-aebf-7c1324adbb31?as=iiif,2023-02-20T16:39:31.542636,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.026316Z,,,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/e9f125a0-aea7-4362-80f8-76bfc72b14df,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/95b6e92d-fd00-43c7-aebf-7c1324adbb31/thumbnail,The Ituri Forest is the great equatorial forest and,Public,Image
,P0424_PEDE_B25_F04_003,,https://api.dc.library.northwestern.edu/api/v2/works/ed00e16a-6794-4fcb-a81a-f1bca4748192,Work,ark:/81985/n28914h16,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/ed00e16a-6794-4fcb-a81a-f1bca4748192,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:25.384782Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"May 3, 1953",,p. 1 recto|p. 1 verso,Fundraising; miscellaneous correspondence,4,personal correspondence,ed00e16a-6794-4fcb-a81a-f1bca4748192,,https://api.dc.library.northwestern.edu/api/v2/works/ed00e16a-6794-4fcb-a81a-f1bca4748192?as=iiif,2023-02-20T16:39:31.623574,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.059366Z,,,26.5 cm (height) x 18 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/a6f067b1-62a1-466b-bdce-63da9050402d,,Copyright Undetermined,"Includes tickets, and correspondence with attendees at lectures. Pederson gave lectures in support of a guild hall for the Episcopal Church in Belvidere, Ill.","Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/ed00e16a-6794-4fcb-a81a-f1bca4748192/thumbnail,Correspondence from G.M. Fisher to Lydia Pederson,Public,Image
,P0424_PEDE_B25_F02_001,,https://api.dc.library.northwestern.edu/api/v2/works/4d369c97-a64b-49ab-ba4e-0c14883fc641,Work,ark:/81985/n2gx47m10,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/4d369c97-a64b-49ab-ba4e-0c14883fc641,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:51.843183Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"August 19, 1953",,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p.3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso|p. 7 recto|p. 7 verso|p. 8 recto|p. 8 verso|p. 9 recto|p. 9 verso|p. 10 recto|p. 10 verso|p. 11 recto|p. 11 verso,,2,documents (object genre),4d369c97-a64b-49ab-ba4e-0c14883fc641,,https://api.dc.library.northwestern.edu/api/v2/works/4d369c97-a64b-49ab-ba4e-0c14883fc641?as=iiif,2023-02-20T16:38:31.872564,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T14:44:40.819435Z,,,16 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/013416f7-f422-4dfa-aebe-7880be9993e7,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/4d369c97-a64b-49ab-ba4e-0c14883fc641/thumbnail,Second Section of Safari Film Slated Sept. 14.,Public,Image
,P0424_PEDE_B25_F01_014,,https://api.dc.library.northwestern.edu/api/v2/works/732112f9-df93-4740-a355-8afe0da4b5ea,Work,ark:/81985/n27943k9c,e877c25f-c69d-4684-a4ec-fe687d912348,,25,https://dc.library.northwestern.edu/items/732112f9-df93-4740-a355-8afe0da4b5ea,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-10-03T19:00:36.123007Z,,d51b47c0-04ba-4b99-ab1f-1b6148c836ab,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso,,1,documentary scripts,732112f9-df93-4740-a355-8afe0da4b5ea,,https://api.dc.library.northwestern.edu/api/v2/works/732112f9-df93-4740-a355-8afe0da4b5ea?as=iiif,2023-02-20T16:39:20.867503,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson_folder_1.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T13:16:51.659767Z,,Chiefly typescripts; some manuscript material,27.5 cm (height) x 21 cm (width),Level 1,"{'cycle': '2023', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/2107dcc3-e939-47b3-9ba8-4ea6640a0f8d,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Bavenda -- ""Faith and fire"" -- Victoria Falls -- The Voortrekker Monument","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/732112f9-df93-4740-a355-8afe0da4b5ea/thumbnail,These Pondo natives were dancing for the entertainment of their chief.,Public,Image
,P0424_PEDE_B25_F01_006,,https://api.dc.library.northwestern.edu/api/v2/works/a5cf24fd-6405-4cc6-a06e-fc756a89fb4c,Work,ark:/81985/n2ft8h98t,e877c25f-c69d-4684-a4ec-fe687d912348,,25,https://dc.library.northwestern.edu/items/a5cf24fd-6405-4cc6-a06e-fc756a89fb4c,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-10-03T19:00:40.162498Z,,d51b47c0-04ba-4b99-ab1f-1b6148c836ab,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso,,1,documentary scripts,a5cf24fd-6405-4cc6-a06e-fc756a89fb4c,,https://api.dc.library.northwestern.edu/api/v2/works/a5cf24fd-6405-4cc6-a06e-fc756a89fb4c?as=iiif,2023-02-20T16:39:20.953106,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson_folder_1.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T13:16:51.695074Z,,Chiefly typescripts; some manuscript material,27.5 cm (height) x 21 cm (width),Level 1,"{'cycle': '2023', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/9cfd2fd8-4636-41b6-9e4a-f7c19cbe70e3,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Bavenda -- ""Faith and fire"" -- Victoria Falls -- The Voortrekker Monument","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/a5cf24fd-6405-4cc6-a06e-fc756a89fb4c/thumbnail,THIRD SECTION OF AFRICAN SAFARI FILM SLATED MAR. 2.,Public,Image
,P0424_PEDE_B25_F01_011,,https://api.dc.library.northwestern.edu/api/v2/works/b01b82ea-56de-456c-aaee-28db7439a9c4,Work,ark:/81985/n2t14xf72,e877c25f-c69d-4684-a4ec-fe687d912348,,25,https://dc.library.northwestern.edu/items/b01b82ea-56de-456c-aaee-28db7439a9c4,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-10-03T19:00:43.616269Z,,d51b47c0-04ba-4b99-ab1f-1b6148c836ab,,1953,,p. 1 recto|p. 1 verso,,1,documentary scripts,b01b82ea-56de-456c-aaee-28db7439a9c4,,https://api.dc.library.northwestern.edu/api/v2/works/b01b82ea-56de-456c-aaee-28db7439a9c4?as=iiif,2023-02-20T16:39:20.956320,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson_folder_1.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T13:16:51.705828Z,,Chiefly typescripts; some manuscript material,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2023', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/91dccae7-cbad-4b25-a2e0-031a2767a044,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Bavenda -- ""Faith and fire"" -- Victoria Falls -- The Voortrekker Monument","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/b01b82ea-56de-456c-aaee-28db7439a9c4/thumbnail,Back in the security of the camp- and you must be there with half an hour of the sunset--,Public,Image
,P0424_PEDE_B25_F01_002,,https://api.dc.library.northwestern.edu/api/v2/works/beffcf63-622d-428b-8fb4-0b6e4a4b9137,Work,ark:/81985/n2q817j41,e877c25f-c69d-4684-a4ec-fe687d912348,,25,https://dc.library.northwestern.edu/items/beffcf63-622d-428b-8fb4-0b6e4a4b9137,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-10-03T19:00:39.157715Z,,d51b47c0-04ba-4b99-ab1f-1b6148c836ab,,1953,,p. 1 recto|p. 1 verso,,1,documentary scripts,beffcf63-622d-428b-8fb4-0b6e4a4b9137,,https://api.dc.library.northwestern.edu/api/v2/works/beffcf63-622d-428b-8fb4-0b6e4a4b9137?as=iiif,2023-02-20T16:39:20.959271,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson_folder_1.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T13:16:51.711490Z,,Chiefly typescripts; some manuscript material,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2023', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/ba6d9e42-dd51-45db-a469-900046818188,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Bavenda -- ""Faith and fire"" -- Victoria Falls -- The Voortrekker Monument","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/beffcf63-622d-428b-8fb4-0b6e4a4b9137/thumbnail,South African Gold Mines Assorted Statistics,Public,Image
,P0424_PEDE_B25_F02_007,,https://api.dc.library.northwestern.edu/api/v2/works/6e3c8b86-80c1-4c4d-bc5b-7edb9642a1bc,Work,ark:/81985/n2x06147m,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/6e3c8b86-80c1-4c4d-bc5b-7edb9642a1bc,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:13.060055Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso|p. 7 recto|p. 7 verso|p. 8 recto|p. 8 verso|p. 9 recto|p. 9 verso|p. 10 recto|p. 10 verso|p. 11 recto|p. 11 verso|p. 12 recto|p. 12 verso|p. 13 recto|p. 13 verso,,2,documents (object genre),6e3c8b86-80c1-4c4d-bc5b-7edb9642a1bc,,https://api.dc.library.northwestern.edu/api/v2/works/6e3c8b86-80c1-4c4d-bc5b-7edb9642a1bc?as=iiif,2023-02-20T16:39:21.092259,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T14:44:50.502541Z,,,27.5 cm (height) x 21 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/30e1aba0-ce4b-46ed-8436-8c0ac2592663,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/6e3c8b86-80c1-4c4d-bc5b-7edb9642a1bc/thumbnail,Treetops-,Public,Image
